Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1364,Rick Mahorn,C,38,DET,22,7,218,3.3,8.9,0.37,0,0.2,0,3.3,8.8,0.377,2.6,3.6,0.727,3.1,5.6,8.8,1,0.7,0.5,1.7,5.6,9.2
1365,Rickey Green,PG,37,BOS,26,0,367,4.5,10.1,0.447,0.1,0.4,0.25,4.4,9.7,0.455,1.3,1.8,0.722,0.3,2.1,2.4,6.7,1.7,0.1,1.8,2.7,10.4
1366,Ricky Davis,SF,28,MIA,82,47,2963,5.1,11.8,0.433,1.6,4,0.405,3.5,7.8,0.447,1.9,2.4,0.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.7
1367,Ricky Pierce,SG,37,CHH,27,17,650,6.6,13.1,0.502,1.7,3.1,0.536,4.9,10,0.492,3.1,3.5,0.889,1.1,2.7,3.8,2.7,0.8,0.2,1.7,2.7,17.9
1368,Ricky Pierce,SG,37,DEN,33,10,600,7.2,15.6,0.462,0.7,2.3,0.308,6.5,13.3,0.489,5,5.5,0.902,1,2.2,3.2,1.9,0.8,0.3,2.3,2.9,20.1
1369,Ricky Pierce,SG,37,TOT,60,27,1250,6.9,14.3,0.481,1.2,2.7,0.442,5.7,11.6,0.49,4,4.5,0.897,1,2.4,3.5,2.3,0.8,0.3,2,2.8,19
1370,Ricky Pierce,SG,32,SEA,78,78,2658,8.4,17.7,0.475,0.4,1.7,0.268,8,16,0.496,5.6,6.2,0.916,1.3,1.9,3.2,3.3,1.2,0.3,2.6,2.9,22.9
1371,Ricky Rubio,PG,23,MIN,82,82,2638,3.5,9.1,0.381,0.6,1.8,0.331,2.9,7.3,0.393,3.1,3.9,0.802,0.8,3.8,4.7,9.6,2.6,0.2,3,3,10.7
1372,Rik Smits,C,30,IND,52,52,1518,8.4,17.4,0.486,0,0.2,0.25,8.4,17.2,0.488,4.1,5.1,0.797,2.5,6.1,8.6,1.6,0.5,1.4,3,4.2,21
1373,Rik Smits,C,25,IND,74,55,1772,8.9,17.4,0.51,0,0,0,8.9,17.3,0.511,3.1,3.9,0.788,2.5,6,8.5,2.4,0.6,2,2.6,4.7,20.8
1374,Robbie Hummel,SF,24,MIN,53,5,655,3.7,9.7,0.379,1.8,4.9,0.36,1.9,4.8,0.398,0.8,0.9,0.938,1.9,5.3,7.3,1.3,0.9,0.1,0.5,3.1,9.9
1375,Robert Horry,SF,26,LAL,22,14,676,4,8.8,0.455,1.3,4,0.329,2.7,4.7,0.562,1.5,2.1,0.7,1.5,4.8,6.3,3,2,1.5,1.4,3.8,10.8
1376,Robert Horry,SF,26,PHO,32,15,719,4.1,9.8,0.421,1.2,3.9,0.308,2.9,5.9,0.496,1.6,2.5,0.64,2,4,6,2.7,1.4,1.3,2.3,4.1,11
1377,Robert Horry,PF,37,SAS,45,5,583,2.3,7.3,0.319,1.1,4.3,0.257,1.2,3,0.408,1.1,1.7,0.643,2.2,4.6,6.7,2.9,1.3,1.2,1.4,3.4,6.9
1378,Robert Horry,SF,26,TOT,54,29,1395,4.1,9.3,0.436,1.3,4,0.318,2.8,5.3,0.524,1.5,2.3,0.667,1.8,4.4,6.1,2.8,1.7,1.4,1.9,3.9,10.9
1379,Robert Horry,PF,30,LAL,79,1,1587,3.3,8.6,0.387,1.2,3.5,0.346,2.1,5.1,0.415,1.3,1.9,0.711,2.1,4.6,6.7,2.9,1.2,1.2,1.8,4.8,9.2
1380,Robert Pack,PG,27,DAL,20,11,597,4.8,13.2,0.361,0.5,2.3,0.237,4.2,10.9,0.387,3.7,4.4,0.849,0.8,2.8,3.6,7.7,2.1,0.2,4,3.4,13.8
1381,Robert Pack,PG,27,NJN,34,31,1185,5.9,14.4,0.407,0.7,2.2,0.297,5.2,12.2,0.428,4.1,5.2,0.788,0.5,2.2,2.6,9.9,1.8,0.1,4.6,2.5,16.5
1382,Robert Pack,PG,27,TOT,54,42,1782,5.5,14,0.392,0.6,2.3,0.277,4.9,11.7,0.415,4,4.9,0.807,0.6,2.4,2.9,9.1,1.9,0.1,4.4,2.8,15.6
1383,Robert Pack,PG,22,POR,72,0,894,4.6,11,0.423,0,0.4,0,4.6,10.6,0.439,4.1,5.1,0.803,1.3,2.6,3.9,5.6,1.6,0.2,3.7,4.1,13.4
1384,Robert Pack,PG,31,DEN,74,11,1260,5.2,12.2,0.425,0.3,0.9,0.387,4.8,11.3,0.428,3,3.9,0.766,0.9,3.1,3.9,8.4,1.9,0,3.9,3.3,13.7
1385,Robert Parish*,C,43,CHI,43,3,406,6.2,12.7,0.49,0,0,,6.2,12.7,0.49,1.9,2.7,0.677,3.7,4.2,7.9,2,0.5,1.7,2.5,3.5,14.3
1386,Robert Parish*,C,38,BOS,79,79,2285,7.4,13.8,0.535,0,0,,7.4,13.8,0.535,2.8,3.7,0.772,3.5,7.7,11.1,1.1,1.1,1.5,2.1,2.7,17.6
1387,Robert Sacre,C,24,LAL,65,13,1089,4.7,9.9,0.477,0,0,,4.7,9.9,0.477,2.1,3.1,0.681,2.7,5.7,8.4,1.7,0.8,1.6,1.5,4.4,11.6
1388,Robert Traylor,C,23,CLE,70,7,1212,4.8,9.6,0.497,0,0.1,0,4.8,9.6,0.5,2.4,4.2,0.567,3.7,5.2,8.9,1.9,1.5,2.3,2.9,6.1,11.9
1389,Robin Lopez,C,25,POR,82,82,2603,4.9,8.9,0.551,0,0,0,4.9,8.9,0.552,2.7,3.3,0.818,4.5,5.2,9.7,1,0.3,1.9,1.2,2.7,12.6
1390,Rod Higgins,SF,32,GSW,25,6,535,5.9,14.2,0.412,2.2,6.4,0.347,3.6,7.8,0.466,3.2,4,0.814,2,3.7,5.7,1.5,1,0.9,1,5,17.2
1391,Rod Strickland,PG,34,POR,21,0,351,4.2,10.1,0.418,0,0.1,0,4.2,9.9,0.423,1.5,2.7,0.577,1.1,2.5,3.6,7.4,1,0.1,2.5,2.2,9.9
1392,Rod Strickland,PG,34,WAS,33,28,1020,5,11.7,0.426,0.1,0.6,0.25,4.8,11.1,0.435,4.1,5.2,0.782,0.9,2.8,3.7,8.2,1.5,0.1,2.9,1.9,14.2
1393,Rod Strickland,PG,34,TOT,54,28,1371,4.8,11.3,0.424,0.1,0.4,0.235,4.7,10.8,0.432,3.4,4.5,0.751,0.9,2.7,3.7,8,1.4,0.1,2.8,2,13.1
1394,Rod Strickland,PG,25,SAS,57,54,2053,5.3,11.6,0.455,0.1,0.3,0.333,5.2,11.3,0.458,3.2,4.6,0.687,1.6,3,4.6,8.6,2.1,0.3,2.8,2.1,13.8
1395,Rod Strickland,PG,30,WSB,82,81,2997,6.2,13.3,0.466,0.2,0.9,0.169,6,12.3,0.488,4.4,6,0.738,1.1,2.9,4,8.7,1.7,0.2,3.2,2,16.9
1396,Rodney Buford,SF,23,PHI,47,0,573,6.5,15.1,0.432,1,2.4,0.421,5.5,12.8,0.433,1.5,1.8,0.828,1,3.6,4.6,1.1,1.1,0.4,1.8,4.3,15.6
1397,Rodney Carney,SF,23,PHI,70,6,1039,5.5,13.6,0.403,1.3,4.2,0.317,4.2,9.4,0.441,1.9,2.8,0.679,1.7,3.4,5.2,1.1,1.4,0.8,1.2,3.3,14.2
1398,Rodney McCray,SF,30,DAL,75,48,2106,4.6,10.6,0.436,0.4,1.5,0.294,4.2,9.2,0.458,1.9,2.6,0.719,2.5,5.5,8,3.7,0.8,0.5,2,3.1,11.6
1399,Rodney Monroe,SF,23,ATL,38,0,313,6.1,16.6,0.368,0.7,3.1,0.222,5.4,13.5,0.402,2.2,2.6,0.826,1.4,2.4,3.8,3.1,1.4,0.2,2.6,2.2,15.1
1400,Rodney Rogers,SF,25,LAC,81,62,2480,5.9,12.8,0.462,0.9,2.6,0.361,5,10.2,0.487,2.8,4.2,0.663,2,4,6,3.2,1.3,0.9,3.2,3.9,15.6
1401,Rodney Rogers,SF,29,PHO,82,3,2183,6.2,14.4,0.43,0.9,3.1,0.296,5.3,11.3,0.467,3.1,4.1,0.761,1.6,4.4,5.9,3,1.6,0.8,2.6,4.4,16.5
1402,Rodney Stuckey,PG,21,DET,57,2,1081,5.1,12.7,0.401,0.1,0.5,0.188,5,12.2,0.41,4.2,5.2,0.814,1.1,3.2,4.3,5.3,1.6,0.2,2.6,3.8,14.5
1403,Rodney Stuckey,SG,27,DET,73,5,1950,6.9,15.7,0.436,0.4,1.6,0.273,6.4,14.1,0.455,4.5,5.4,0.836,0.7,2.4,3.1,2.8,1,0.2,2.3,2.4,18.7
1404,Roger Mason,SG,33,MIA,25,2,260,3.5,9.3,0.373,2.4,6.6,0.354,1.1,2.6,0.421,1,1,1,0.1,2.9,3,2.6,0.8,0.1,1.2,3.6,10.2
1405,Roger Mason,PG,27,WAS,80,9,1708,5.6,12.6,0.443,2.7,6.9,0.398,2.9,5.8,0.498,1.3,1.5,0.873,0.4,2.4,2.7,2.8,0.8,0.4,1.5,3,15.3
1406,Rolando Blackman,SG,32,DAL,75,74,2527,7.6,16.5,0.461,0.9,2.4,0.385,6.7,14.1,0.474,3.4,3.8,0.898,1.1,2.3,3.4,2.9,0.7,0.3,2.2,1.9,19.6
1407,Ron Anderson,SF,33,PHI,82,11,2432,6.9,14.9,0.465,0.6,1.9,0.331,6.3,13,0.485,2.1,2.4,0.877,1.4,2.7,4.1,2,1.3,0.2,1.6,1.9,16.6
1408,Ron Harper,PG,37,LAL,47,46,1139,4,8.6,0.469,0.6,2.3,0.264,3.4,6.3,0.543,1.1,1.5,0.708,1.5,3.8,5.2,3.6,1.2,0.8,2,2.2,9.7
1409,Ron Harper,SG,33,CHI,76,74,1740,3.7,8.4,0.436,1.4,3.9,0.362,2.3,4.5,0.5,1.2,1.7,0.707,1,3,4,4,1.8,0.8,1,2.9,9.9
1410,Ron Harper,SG,28,LAC,82,82,3144,6.5,14.8,0.44,0.7,2.4,0.303,5.8,12.4,0.467,3.4,4.6,0.736,1.4,3.7,5.1,4.8,1.7,0.8,2.9,2.3,17.1
1411,Ron Mercer,SG,24,CHI,61,61,2535,7.1,15.9,0.446,0.2,0.7,0.304,6.9,15.3,0.452,2.7,3.2,0.825,1,2.3,3.4,2.9,1.1,0.4,1.8,2.1,17.1
1412,Ronald Murray,PG,28,IND,23,17,527,6.6,15.6,0.425,1,2.5,0.389,5.7,13.1,0.432,3.1,4.2,0.754,0.7,2.5,3.2,5.5,1.7,0.2,3.6,2.1,17.4
1413,Ronald Murray,PG,28,TOT,42,19,874,6.3,15.1,0.42,0.8,2.6,0.317,5.5,12.5,0.441,2.8,4,0.694,0.9,2.5,3.4,5.9,1.6,0.2,3.5,2.1,16.3
1414,Ronnie Brewer,SF,28,TOT,24,3,160,0.7,3.4,0.2,0.2,1.8,0.125,0.5,1.6,0.286,0,0.5,0,0.5,2.7,3.2,2.3,1.4,0.2,0.5,0.9,1.6
1415,Ronnie Brewer,SG,22,UTA,76,76,2088,6.1,10.9,0.558,0.2,0.9,0.22,5.9,10.1,0.587,3.4,4.4,0.759,1.7,2.1,3.8,2.3,2.2,0.3,1.2,1.9,15.8
1416,Ronnie Price,SG,30,ORL,31,2,377,2.7,8.8,0.304,0.9,4.1,0.209,1.8,4.7,0.388,0.9,1.2,0.692,0.8,3.3,4.1,6.3,2.4,0.2,2.5,4.8,7.1
1417,Ronnie Price,PG,24,UTA,61,3,588,5.4,12.5,0.431,1.6,4.6,0.347,3.8,7.9,0.481,1.6,2.3,0.684,0.5,2.3,2.8,4.8,2,0.2,1.8,5.1,14
1418,Ronny Turiaf,C,31,MIN,31,10,606,3.8,6.4,0.598,0,0,,3.8,6.4,0.598,1.2,3,0.42,3.3,7.1,10.3,1.4,0.5,3,1.4,3.9,8.9
1419,Ronny Turiaf,C,25,LAL,78,21,1458,4.6,9.8,0.474,0,0,0,4.6,9.8,0.475,3.5,4.6,0.753,2.3,5.2,7.6,3.2,0.7,2.7,1.8,4.9,12.7
1420,Rony Seikaly,C,31,ORL,74,68,2615,6.3,12.5,0.507,0,0,0,6.3,12.4,0.509,4.9,6.9,0.714,3.8,5.9,9.7,1.3,0.7,1.5,3,3.8,17.6
1421,Rony Seikaly,C,26,MIA,79,78,2800,6,12.2,0.489,0,0,0,6,12.1,0.49,4.8,6.5,0.733,3.9,8.1,12,1.4,0.5,1.6,2.8,3.6,16.7
1422,Rory Sparrow,PG,33,LAL,42,0,471,4.4,10.9,0.399,0.2,1,0.154,4.2,9.9,0.423,0.6,1,0.615,0.2,1.8,2.1,6,0.9,0.4,2.4,4.2,9.5
1423,Rory Sparrow,PG,33,TOT,46,0,489,4.3,11.1,0.384,0.2,1.1,0.2,4,10,0.404,0.6,1,0.615,0.2,1.8,2.1,6.1,0.9,0.4,2.4,4.2,9.3
1424,Roshown McLeod,SF,25,ATL,34,25,907,5.7,13.1,0.436,0.1,0.8,0.095,5.6,12.3,0.46,1.8,2,0.882,1.5,3.2,4.7,2.3,0.9,0.3,2.3,3.5,13.3
1425,Roshown McLeod,SF,25,TOT,35,25,922,5.7,13,0.437,0.1,0.9,0.091,5.6,12.1,0.461,1.8,2,0.882,1.5,3.2,4.7,2.3,0.9,0.3,2.3,3.5,13.2
1426,Roy Hibbert,C,27,IND,81,81,2409,4.9,11.3,0.439,0,0.1,0.4,4.9,11.2,0.439,3.1,4,0.77,3,5,8,1.4,0.4,2.7,2.2,4,13
1427,Roy Rogers,PF,23,VAN,82,50,1848,4.8,9.4,0.505,0,0,1,4.7,9.4,0.504,1.1,1.8,0.574,2.7,4.8,7.5,0.9,0.4,3.2,1.7,4.2,10.6
1428,Royal Ivey,PG,26,MIL,75,20,1437,3.7,9.5,0.394,0.9,2.7,0.327,2.9,6.8,0.421,2.1,2.9,0.726,1,2,3,4,1.1,0.2,1.9,4.2,10.5
1429,Ruben Patterson,SF,32,LAC,20,5,327,4.3,9.5,0.453,0,0.2,0,4.3,9.2,0.464,2.6,4.7,0.558,2.6,4.4,7,1.9,2.3,0.8,3,4.1,11.2
1430,Ruben Patterson,SF,25,SEA,76,22,2059,6.5,13.1,0.494,0,0.6,0.056,6.4,12.5,0.516,4.3,6.3,0.681,3.2,3.5,6.7,2.8,1.8,0.8,2.7,3.1,17.3
1431,Ruben Wolkowyski,PF,27,SEA,34,1,305,3,9.3,0.316,0,0.2,0,3,9.1,0.325,3,4,0.735,1.4,4,5.4,0.4,0.7,2.1,1.4,4.5,8.9
1432,Rudy Gay,SF,27,TOT,73,73,2531,7.6,16.8,0.455,0.9,2.8,0.33,6.7,14,0.481,4.5,5.5,0.822,1.6,4.6,6.2,3,1.4,0.8,3.2,2.4,20.7
1433,Rudy Gay,SF,21,MEM,81,81,3000,7.5,16.3,0.461,1.6,4.6,0.346,5.9,11.6,0.507,3,3.8,0.785,1.7,4.3,6,1.9,1.3,0.9,2.3,2.8,19.6
1434,Rudy Gobert,C,21,UTA,45,0,434,3,6.1,0.486,0,0,,3,6.1,0.486,2.7,5.4,0.492,4.2,8.6,12.9,0.6,0.7,3.4,2.7,4.7,8.6
1435,Rumeal Robinson,PG,30,POR,27,0,295,4,10,0.402,1.1,2.8,0.391,2.9,7.2,0.407,2.4,2.8,0.87,0.4,3.3,3.7,6.3,2.2,0,3.3,4.9,11.6
1436,Rumeal Robinson,PG,30,TOT,54,3,508,4.7,11.6,0.402,1.3,4,0.321,3.4,7.7,0.444,1.8,2.5,0.743,0.4,2.9,3.3,5.2,1.7,0.1,3,4.3,12.5
1437,Rumeal Robinson,PG,25,ATL,81,64,2220,6.9,15,0.456,0.6,1.7,0.327,6.3,13.4,0.472,2.8,4.5,0.636,1,2.5,3.6,7.2,1.7,0.4,3.3,2.9,17.1
1438,Russell Westbrook,PG,25,OKC,46,46,1412,8.8,20.2,0.437,1.7,5.5,0.318,7.1,14.7,0.482,6.2,7.5,0.826,1.4,5.3,6.7,8.1,2.2,0.2,4.5,2.7,25.5
1439,Ryan Anderson,PF,25,NOP,22,14,795,7,16,0.438,3,7.4,0.409,4,8.6,0.463,2.7,2.8,0.952,3,3.4,6.4,0.8,0.5,0.3,0.9,2.1,19.7
1440,Ryan Bowen,SF,32,NOH,53,4,660,2.7,5.5,0.49,0,0.1,0,2.7,5.4,0.495,0.9,1.6,0.552,3,2.5,5.5,1.4,1.7,0.6,0.8,4.2,6.2
1441,Ryan Bowen,SF,25,DEN,57,0,696,4.1,7.4,0.556,0.2,0.6,0.364,3.9,6.9,0.571,1.4,2.3,0.614,3.2,2.6,5.8,1.6,1.9,0.6,1.2,4.9,9.9
1442,Ryan Gomes,PF,25,MIN,82,74,2434,5.8,12.7,0.457,0.9,2.6,0.33,4.9,10,0.491,2.8,3.4,0.83,2,5.1,7,2.1,1,0.1,1.4,2.3,15.3
1443,Ryan Hollins,PF,23,CHA,60,1,532,3.1,6.4,0.489,0,0,,3.1,6.4,0.489,3.7,5.5,0.671,3.6,3.7,7.2,0.9,0.7,2,1.7,6.5,9.9
1444,Ryan Hollins,PF,29,LAC,61,0,482,4,5.4,0.736,0,0,,4,5.4,0.736,2.6,4.2,0.625,2.3,4.4,6.7,0.6,0.7,2.3,2.2,6.5,10.5
1445,Ryan Kelly,PF,22,LAL,59,25,1312,4.3,10.2,0.423,1.3,3.9,0.338,3,6.3,0.476,3,3.7,0.815,1.2,4.9,6,2.6,0.9,1.2,1.3,4,13
1446,Salim Stoudamire,PG,25,ATL,35,0,402,5.8,16.1,0.361,2.6,7.6,0.341,3.2,8.5,0.379,3.7,4.5,0.82,0.4,1.8,2.1,2.5,0.6,0.4,1.9,3,17.9
1447,Sam Bowie,C,30,NJN,71,61,2179,7,15.6,0.445,0.1,0.4,0.32,6.8,15.2,0.448,3.5,4.6,0.757,3.4,6.2,9.5,3.1,0.7,2,2.5,3.5,17.5
1448,Sam Cassell,PG,27,PHO,22,9,539,6.7,16.1,0.415,1.3,4.1,0.306,5.4,12,0.453,7.1,8.3,0.855,0.8,2.5,3.3,6.6,1.5,0.4,4,4.4,21.7
1449,Sam Cassell,PG,27,NJN,23,22,777,7.7,17.5,0.443,2.2,5.6,0.392,5.6,11.9,0.467,3,3.6,0.831,1,2.8,3.8,6.9,1.7,0.3,3.1,4,20.6
1450,Sam Cassell,PG,38,LAC,38,33,975,6.8,14.8,0.455,0.5,2,0.259,6.2,12.8,0.486,3.9,4.4,0.891,0.4,3.4,3.9,6.6,1,0.1,2.9,2.5,17.9
1451,Sam Cassell,PG,38,TOT,55,34,1274,6.6,15,0.438,0.6,2.1,0.303,5.9,12.9,0.461,3.6,4.1,0.882,0.5,3.4,3.8,6,1,0.2,2.7,2.8,17.4
1452,Sam Cassell,PG,27,TOT,61,44,1714,7.1,16.4,0.43,1.7,4.9,0.351,5.4,11.6,0.464,4.5,5.3,0.845,1,2.8,3.8,6.4,1.6,0.4,3.5,4.2,20.3
1453,Sam Cassell,PG,31,MIL,76,75,2709,7.1,15,0.474,0.4,1.3,0.306,6.7,13.7,0.49,3.7,4.3,0.858,0.6,3.2,3.9,7.7,1.2,0.1,2.9,2.8,18.4
1454,Sam Mack,SF,26,HOU,52,10,904,4.2,10.4,0.401,1.9,5.7,0.331,2.3,4.8,0.483,1.4,1.7,0.833,0.8,3.4,4.2,2.3,1.2,0.2,1.7,2.7,11.6
1455,Sam Mitchell,SF,37,MIN,82,4,983,4.3,10.6,0.408,0.3,1.6,0.209,4,9,0.443,1.5,2,0.727,1,3.5,4.5,2.1,1,0.4,1.3,4.3,10.4
1456,Sam Mitchell,SF,33,MIN,82,5,2044,4.7,10.6,0.446,0.1,0.4,0.16,4.7,10.2,0.458,3.9,5.2,0.759,2,3.8,5.7,1.4,0.9,0.4,1.6,4.1,13.5
1457,Sam Mitchell,PF,28,MIN,82,63,2151,5.1,12.1,0.423,0,0.2,0.182,5.1,11.9,0.427,3.5,4.5,0.786,2.6,5.3,7.9,1.6,0.9,0.7,1.6,3.8,13.8
1458,Sam Perkins,PF,30,LAL,63,63,2332,5.6,12.4,0.45,0.2,1.1,0.217,5.3,11.3,0.471,4.7,5.7,0.817,3,5.6,8.6,2.2,1,1,1.3,3,16.1
1459,Sam Perkins,PF,39,IND,64,41,999,3.1,8.1,0.381,1.4,4,0.345,1.7,4.2,0.414,1.2,1.4,0.842,1.2,4.9,6.1,1.5,1.2,0.6,0.7,2.2,8.7
1460,Sam Perkins,C,35,SEA,81,4,1976,5.3,12,0.439,2.2,5.6,0.395,3.1,6.4,0.477,3.4,4.2,0.817,1.3,4.1,5.5,1.9,1.3,0.9,1.4,2.4,16.2
1461,Sam Vincent,PG,28,ORL,39,18,885,6.1,14.2,0.43,0,0.5,0.077,6.1,13.7,0.443,4.5,5.3,0.846,0.8,3.3,4.1,6,1.4,0.2,2.9,2.2,16.7
1462,Samaki Walker,PF,20,DAL,43,12,602,5,11.2,0.444,0,0.1,0,5,11.1,0.446,2.9,4.4,0.649,2.8,6,8.8,1,0.9,1.3,2.3,4.2,12.8
1463,Samaki Walker,PF,24,SAS,61,1,963,4.5,9.4,0.48,0,0.1,0.333,4.5,9.3,0.482,2.9,4.6,0.629,2.5,6.6,9.1,1.1,0.4,1.5,2.5,3.9,12
1464,Samuel Dalembert,C,32,DAL,80,68,1614,4.8,8.4,0.568,0,0,0,4.8,8.4,0.569,2.3,3.1,0.737,4.5,7.6,12.1,0.8,0.9,2.1,2,4.7,11.8
1465,Samuel Dalembert,C,26,PHI,82,82,2724,4.5,8.7,0.513,0,0,0,4.5,8.7,0.514,2.5,3.5,0.707,4,7.2,11.2,0.6,0.5,2.5,2,3.6,11.4
1466,Sarunas Marciulionis*,SG,27,GSW,72,5,2117,8.3,15.5,0.538,0.1,0.2,0.3,8.3,15.3,0.541,6.4,8.1,0.788,1.2,2.4,3.5,4.1,2,0.2,3.3,4,23.1
1467,Sasha Danilovic,SG,26,MIA,43,33,1351,4.7,10.6,0.442,1.7,4.7,0.358,3,5.9,0.509,1.9,2.5,0.777,0.6,2.2,2.7,2.1,1,0.2,2.5,3.3,13
1468,Sasha Danilovic,SG,26,TOT,56,42,1789,5,11.5,0.435,1.7,4.7,0.36,3.3,6.7,0.488,2.4,3,0.801,0.6,2.2,2.7,2.1,1.1,0.2,2.3,3.2,14.1
1469,Sasha Pavlovic,SG,24,CLE,51,45,1188,4.4,12.2,0.362,1,3.5,0.298,3.4,8.8,0.388,1.6,2.3,0.688,1.1,2.8,3.9,2.5,0.9,0.2,1.7,3.5,11.5
1470,Sasha Vujacic,SG,23,LAL,72,0,1279,6.2,13.6,0.454,3.3,7.6,0.437,2.8,6,0.476,2.1,2.6,0.835,0.5,3.8,4.3,2,1,0.1,1.5,3,17.8
1471,Scot Pollard,C,32,BOS,22,0,173,2.5,4.8,0.522,0,0,,2.5,4.8,0.522,3.1,4.6,0.682,2.9,4.8,7.7,0.6,0.6,1.2,1,8.9,8.1
1472,Scot Pollard,C,25,SAC,77,8,1658,4,8.6,0.468,0,0,0,4,8.5,0.471,2.8,3.7,0.749,3.8,6.3,10.1,1,1,2.1,1.4,4.5,10.8
1473,Scott Brooks,PG,31,NYK,38,0,251,2.7,5.6,0.487,0.7,1.7,0.417,2,3.9,0.519,2,2.2,0.933,0.9,1.7,2.6,4.2,3,0,2.4,5,8.2
1474,Scott Brooks,PG,26,MIN,82,0,1082,5.6,12.4,0.447,1.1,3,0.356,4.5,9.4,0.475,1.7,2.1,0.81,0.9,2.4,3.3,6.8,2.2,0.2,1.7,2.7,13.9
1475,Scott Burrell,SF,26,CHH,28,2,482,3.4,9.8,0.344,1.4,4.1,0.345,1.9,5.7,0.342,3.1,4,0.792,1.8,4.1,5.9,2.9,1,0.8,1.9,4.5,11.3
1476,Scott Burrell,SF,26,GSW,29,0,457,4.2,11,0.379,1.7,4.8,0.361,2.4,6.2,0.392,1.2,1.8,0.652,2,4.3,6.2,2.8,1.1,0.6,2.2,4.7,11.3
1477,Scott Burrell,SF,26,TOT,57,2,939,3.8,10.4,0.362,1.6,4.4,0.353,2.2,5.9,0.368,2.2,2.9,0.75,1.9,4.2,6.1,2.8,1.1,0.7,2,4.6,11.3
1478,Scott Hastings,C,31,DEN,40,4,421,1.5,4.3,0.34,0,0.8,0,1.5,3.5,0.415,2.1,2.4,0.857,2.6,5.8,8.4,2.2,0.9,1.3,1.9,4.8,5
1479,Scott Padgett,PF,24,UTA,27,0,127,5.1,12.2,0.419,1.4,2.6,0.556,3.7,9.6,0.382,4.3,5.7,0.75,5.4,5.7,11.1,1.4,1.7,0.9,2.8,6,15.9
1480,Scott Skiles,PG,27,ORL,75,63,2377,5.4,13.1,0.414,1.4,3.8,0.364,4.1,9.4,0.434,3.8,4.2,0.895,0.5,2.5,3.1,8.2,1.1,0.1,3.5,2.8,16
1481,Scott Williams,C,28,PHI,62,52,1317,4.4,8.7,0.509,0,0.1,0,4.4,8.6,0.513,1,1.5,0.691,4.2,6.6,10.9,1.1,1.2,1.1,1.4,5.6,9.9
1482,Scott Williams,PF,23,CHI,63,0,690,4.3,9,0.483,0,0.2,0,4.3,8.8,0.491,2.5,3.9,0.649,4.7,8.2,12.9,2.6,0.7,1.9,1.8,6.4,11.2
1483,Scott Williams,C,32,MIL,66,31,1272,4.8,10.2,0.474,0,0.1,0.25,4.8,10.1,0.476,1.7,2,0.857,2.7,7.6,10.3,1,1.4,0.9,1.2,5,11.4
1484,Scottie Pippen*,SF,35,POR,64,60,2133,4.5,10.1,0.451,1.1,3.1,0.344,3.5,6.9,0.5,2,2.7,0.739,1.2,4.4,5.6,5,1.6,0.6,2.6,2.7,12.2
1485,Scottie Pippen*,SF,31,CHI,82,82,3095,7.5,15.9,0.474,1.8,4.9,0.368,5.7,11,0.522,2.4,3.4,0.701,1.9,4.3,6.2,5.4,1.8,0.5,2.5,2.5,19.3
1486,Scottie Pippen*,SF,26,CHI,82,82,3164,7.8,15.5,0.506,0.2,0.9,0.2,7.6,14.6,0.525,3.8,4.9,0.76,2.1,5.1,7.2,6.5,1.8,1.1,2.9,2.8,19.6
1487,Sean Elliott,SF,28,SAS,39,39,1393,5.1,12,0.422,1.1,3.3,0.333,4,8.7,0.456,3.8,5.1,0.755,1.2,3.7,4.9,3.2,0.6,0.6,2.3,2.7,15
1488,Sean Elliott,SF,32,SAS,52,34,1229,4.3,9.9,0.434,1.6,3.8,0.426,2.7,6.2,0.438,1.8,2.5,0.714,0.5,4.5,5,2.4,0.7,0.7,1.5,2.3,12
1489,Sean Elliott,SF,23,SAS,82,82,3120,5.9,12,0.494,0.3,0.9,0.305,5.6,11.1,0.51,3.3,3.8,0.861,1.6,3.4,5.1,2.5,1,0.3,1.8,1.7,15.4
1490,Sean Green,SG,21,IND,35,0,256,8.7,22.2,0.392,0.3,1.4,0.2,8.4,20.8,0.405,2.1,3.9,0.536,3.1,2.8,5.9,3.1,1.8,0.8,3.8,4.4,19.8
1491,Sean Higgins,PF,23,ORL,32,12,580,7.6,16.3,0.469,0.4,1.5,0.25,7.3,14.8,0.492,1.5,1.8,0.828,1.7,4.2,5.8,2.3,0.9,0.4,2.3,3.2,17.1
1492,Sean Higgins,PF-SF,23,TOT,38,12,616,7.4,16.2,0.458,0.4,1.5,0.24,7.1,14.7,0.48,1.8,2.1,0.861,1.7,4.3,6,2.4,0.9,0.4,2.4,3.4,17
1493,Sean Rooks,C,27,LAL,69,3,735,4.3,9.1,0.47,0,0,0,4.3,9,0.473,4.5,6.4,0.7,2.7,5.2,8,2.1,0.8,1.9,2.5,6,13
1494,Sean Rooks,C,31,LAC,82,0,1553,3.9,9.2,0.428,0,0,0.5,3.9,9.1,0.427,2.5,3.3,0.748,2.1,4.9,7,1.8,0.8,1.5,1.7,4.6,10.3
